user_id,age,occupation,job_title,education,city,income,work_years,sesame_score,transaction_frequency,transaction_amount,kyc_raw_text,reasoning_chain,risk_score,is_risky_user
47,54,管理,副总经理,本科,广州,29019.225090707725,34,815.3182457511556,18,29631.401284231913,"申请人基本信息：姓名编号47，出生于1972年，常驻广州。教育背景：本科。现职：副总经理@管理行业。收入水平：29,019/年。从业34年。",[交易稀疏] 月均交易18笔，可能存在隐性收入|[低风险] 综合评分0.04，可以正常审批,0.0408020638221698,0
49,47,管理,项目经理,中专,武汉,21785.83096053829,13,695.042383818605,21,34551.82745514008,"KYC核查结果：用户49在管理领域任项目经理一职，月薪约1,815元。学历中专，年龄47岁，居住地武汉。职业发展稳定，行业内资深人士。",[交易稀疏] 月均交易21笔，可能存在隐性收入|[低风险] 综合评分0.20，可以正常审批,0.1986570163032555,0
53,64,技术,技术总监,本科,成都,22688.766206558288,43,633.2314011979591,18,26495.077344285874,"KYC核查结果：用户53在技术领域任技术总监一职，月薪约1,891元。学历本科，年龄64岁，居住地成都。职业发展稳定，行业内资深人士。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易18笔，可能存在隐性收入|[低风险] 综合评分0.27，可以正常审批,0.2699214433247059,0
54,31,制造,工程师,硕士,广州,7272.121827605126,11,748.9045173884479,43,11435.243913936623,"用户54，31岁，广州市民，学历硕士。现任职位：工程师。工作行业：制造。年收入约7,272元。15年在杭州工作过。",[交易稀疏] 月均交易43笔，可能存在隐性收入|[低风险] 综合评分0.21，可以正常审批,0.2070422757063493,0
57,21,教育,教授,高中,西安,10847.661059491536,0,761.1792765718436,17,9823.296345115628,KYC核查结果：用户57在教育领域任教授一职，月薪约904元。学历高中，年龄21岁，居住地西安。职业发展稳定，行业内资深人士。,[交易稀疏] 月均交易17笔，可能存在隐性收入|[低风险] 综合评分0.10，可以正常审批,0.1044949687390075,0
64,53,服务,餐厅经理,本科,深圳,9786.431340591073,24,739.5731935928565,10,28968.136928776683,"用户64，53岁，深圳市民，学历本科。现任职位：餐厅经理。工作行业：服务。年收入约9,786元。拥有24年服务行业经验。",[职业风险] 服务行业风险较高，需重点关注|[交易稀疏] 月均交易10笔，可能存在隐性收入|[低风险] 综合评分0.25，可以正常审批,0.2517259453060512,0
67,47,医疗,医生,硕士,成都,21429.648298866465,22,609.9332305429226,41,29009.02178402509,"KYC核查结果：用户67在医疗领域任医生一职，月薪约1,786元。学历硕士，年龄47岁，居住地成都。职业发展稳定，行业内资深人士。",[交易稀疏] 月均交易41笔，可能存在隐性收入|[低风险] 综合评分0.29，可以正常审批,0.2896071785441254,0
69,56,销售,大客户经理,本科,深圳,18369.226741138547,36,806.704400175138,1,27897.17701455989,"用户69，56岁，深圳市民，学历本科。现任职位：大客户经理。工作行业：销售。年收入约18,369元。拥有36年销售行业经验。",[交易稀疏] 月均交易1笔，可能存在隐性收入|[低风险] 综合评分0.12，可以正常审批,0.1173704798083784,0
70,59,技术,数据科学家,硕士,广州,17783.83309040858,39,838.9878272218324,20,39920.18304835666,"申请人基本信息：姓名编号70，出生于1967年，常驻广州。教育背景：硕士。现职：数据科学家@技术行业。收入水平：17,784/年。从业39年。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易20笔，可能存在隐性收入|[低风险] 综合评分0.01，可以正常审批,0.0129554973860795,0
71,24,金融,交易员,硕士,成都,28766.80913642076,0,648.8044079378749,53,42249.610061155334,"申请人基本信息：姓名编号71，出生于2002年，常驻成都。教育背景：硕士。现职：交易员@金融行业。收入水平：28,767/年。从业0年。",[职业优势] 金融行业收入稳定，风险较低|[交易活跃] 月均交易53笔，经济活跃度高|[低风险] 综合评分0.25，可以正常审批,0.2519666826128031,0
74,33,服务,服务主管,中专,西安,8220.697001955097,11,721.4722059686547,16,34992.16276276358,KYC核查结果：用户74在服务领域任服务主管一职，月薪约685元。学历中专，年龄33岁，居住地西安。职业发展稳定，行业内资深人士。,[职业风险] 服务行业风险较高，需重点关注|[交易稀疏] 月均交易16笔，可能存在隐性收入|[低风险] 综合评分0.25，可以正常审批,0.2530640691148045,0
83,62,金融,交易员,本科,北京,36710.826313655125,36,827.6651626398838,5,43170.968876645966,"申请人基本信息：姓名编号83，出生于1964年，常驻北京。教育背景：本科。现职：交易员@金融行业。收入水平：36,711/年。从业36年。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易5笔，可能存在隐性收入|[低风险] 综合评分0.03，可以正常审批,0.0262762792471955,0
85,49,教育,讲师,硕士,北京,15340.591997898282,16,842.9847728653968,59,24573.309470991713,"用户85，49岁，北京市民，学历硕士。现任职位：讲师。工作行业：教育。年收入约15,341元。拥有16年教育行业经验。",[交易活跃] 月均交易59笔，经济活跃度高|[低风险] 综合评分0.01，可以正常审批,0.0082532083936507,0
86,23,自营,商户,高中,苏州,31717.773114204298,0,741.4963691496663,31,48967.640345182095,"KYC核查结果：用户86在自营领域任商户一职，月薪约2,643元。学历高中，年龄23岁，居住地苏州。职业发展稳定，行业内资深人士。",[职业风险] 自营行业风险较高，需重点关注|[交易稀疏] 月均交易31笔，可能存在隐性收入|[低风险] 综合评分0.21，可以正常审批,0.2061627106750631,0
93,30,制造,工厂经理,硕士,杭州,6592.441765497648,2,800.5574045639953,40,41657.34838165288,"用户93，30岁，杭州市民，学历硕士。现任职位：工厂经理。工作行业：制造。年收入约6,592元。23年在深圳工作过。",[交易稀疏] 月均交易40笔，可能存在隐性收入|[低风险] 综合评分0.15，可以正常审批,0.1523509834028285,0
96,30,技术,CTO,本科,西安,18228.878885047252,3,808.1314656765142,25,46904.65722691314,"申请人基本信息：姓名编号96，出生于1996年，常驻西安。教育背景：本科。现职：CTO@技术行业。收入水平：18,229/年。从业3年。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易25笔，可能存在隐性收入|[低风险] 综合评分0.05，可以正常审批,0.049257099204101,0
97,52,销售,销售代表,高中,深圳,12519.961388779506,29,850.0,28,17377.95065003108,"KYC核查结果：用户97在销售领域任销售代表一职，月薪约1,043元。学历高中，年龄52岁，居住地深圳。职业发展稳定，行业内资深人士。",[交易稀疏] 月均交易28笔，可能存在隐性收入|[低风险] 综合评分0.07，可以正常审批,0.0699999999999999,0
110,36,教育,研究员,高中,成都,11169.744228934136,4,754.7505201330061,56,5482.855032489989,KYC核查结果：用户110在教育领域任研究员一职，月薪约931元。学历高中，年龄36岁，居住地成都。职业发展稳定，行业内资深人士。,[交易活跃] 月均交易56笔，经济活跃度高|[低风险] 综合评分0.11，可以正常审批,0.112058211608228,0
111,22,管理,部门经理,高中,广州,25580.424728043563,1,654.3499102789342,46,27992.011159847825,"申请人基本信息：姓名编号111，出生于2004年，常驻广州。教育背景：高中。现职：部门经理@管理行业。收入水平：25,580/年。从业1年。",[交易稀疏] 月均交易46笔，可能存在隐性收入|[低风险] 综合评分0.24，可以正常审批,0.2378748103810061,0
112,43,医疗,护士长,高中,南京,17789.037791011433,14,690.7494768417256,30,28994.62815405913,"申请人基本信息：姓名编号112，出生于1983年，常驻南京。教育背景：高中。现职：护士长@医疗行业。收入水平：17,789/年。从业14年。",[交易稀疏] 月均交易30笔，可能存在隐性收入|[低风险] 综合评分0.24，可以正常审批,0.2361123432573858,0
113,59,技术,CTO,本科,成都,28059.889394602113,28,640.5617593140379,40,42013.65308981993,"用户113，59岁，成都市民，学历本科。现任职位：CTO。工作行业：技术。年收入约28,060元。26年在南京工作过。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易40笔，可能存在隐性收入|[低风险] 综合评分0.26，可以正常审批,0.2614699716144034,0
115,50,金融,交易员,中专,西安,21540.762663498255,29,619.1099068019903,30,31958.86282381675,"KYC核查结果：用户115在金融领域任交易员一职，月薪约1,795元。学历中专，年龄50岁，居住地西安。职业发展稳定，行业内资深人士。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易30笔，可能存在隐性收入|[低风险] 综合评分0.29，可以正常审批,0.2934863416494935,0
121,53,技术,技术总监,高中,成都,21966.754867837502,22,850.0,5,8803.041175683958,"用户121，53岁，成都市民，学历高中。现任职位：技术总监。工作行业：技术。年收入约21,967元。在成都定居8年。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易5笔，可能存在隐性收入|[低风险] 综合评分0.00，可以正常审批,0.0,0
122,48,金融,分析师,本科,西安,31135.95655728055,26,651.3835193065546,26,48408.05191707511,"申请人基本信息：姓名编号122，出生于1978年，常驻西安。教育背景：本科。现职：分析师@金融行业。收入水平：31,136/年。从业26年。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易26笔，可能存在隐性收入|[低风险] 综合评分0.26，可以正常审批,0.2566564544384024,0
124,21,技术,数据科学家,本科,上海,14672.390458913642,0,847.227946227266,22,15291.466356755858,"用户124，21岁，上海市民，学历本科。现任职位：数据科学家。工作行业：技术。年收入约14,672元。拥有0年技术行业经验。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易22笔，可能存在隐性收入|[低风险] 综合评分0.00，可以正常审批,0.0032612397326282,0
127,45,金融,投资经理,本科,苏州,27207.709167088244,19,621.0567977628585,43,31213.624511261227,"KYC核查结果：用户127在金融领域任投资经理一职，月薪约2,267元。学历本科，年龄45岁，居住地苏州。职业发展稳定，行业内资深人士。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易43笔，可能存在隐性收入|[低风险] 综合评分0.29，可以正常审批,0.2912645954941496,0
128,60,服务,酒店经理,本科,杭州,12685.805901168109,27,811.5755721916655,26,28097.071177005964,"用户128，60岁，杭州市民，学历本科。现任职位：酒店经理。工作行业：服务。年收入约12,686元。28年在南京工作过。",[职业风险] 服务行业风险较高，需重点关注|[交易稀疏] 月均交易26笔，可能存在隐性收入|[低风险] 综合评分0.18，可以正常审批,0.1788764799001972,0
131,48,技术,架构师,本科,北京,27333.269375278607,15,713.1252790397738,25,31809.47609209131,"用户131，48岁，北京市民，学历本科。现任职位：架构师。工作行业：技术。年收入约27,333元。拥有15年技术行业经验。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易25笔，可能存在隐性收入|[低风险] 综合评分0.16，可以正常审批,0.1610290834826191,0
138,56,制造,生产总监,本科,北京,16245.361223600425,29,703.0283454031842,33,11086.219291801644,"申请人基本信息：姓名编号138，出生于1970年，常驻北京。教育背景：本科。现职：生产总监@制造行业。收入水平：16,245/年。从业29年。",[交易稀疏] 月均交易33笔，可能存在隐性收入|[高风险] 综合评分0.27，建议拒绝或额度控制,0.2721588894649387,1
142,41,技术,工程师,高中,苏州,18051.970988143265,8,696.296552911413,34,28959.877585302653,"KYC核查结果：用户142在技术领域任工程师一职，月薪约1,504元。学历高中，年龄41岁，居住地苏州。职业发展稳定，行业内资深人士。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易34笔，可能存在隐性收入|[高风险] 综合评分0.22，建议拒绝或额度控制,0.2217862055695973,1
146,26,技术,架构师,中专,苏州,17578.4617649238,0,687.4834438269131,1,30227.788274285656,"KYC核查结果：用户146在技术领域任架构师一职，月薪约1,465元。学历中专，年龄26岁，居住地苏州。职业发展稳定，行业内资深人士。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易1笔，可能存在隐性收入|[低风险] 综合评分0.23，可以正常审批,0.2316361510169794,0
148,48,制造,工厂经理,高中,南京,11068.820373815028,14,738.4272818510518,38,40836.30119708858,KYC核查结果：用户148在制造领域任工厂经理一职，月薪约922元。学历高中，年龄48岁，居住地南京。职业发展稳定，行业内资深人士。,[交易稀疏] 月均交易38笔，可能存在隐性收入|[低风险] 综合评分0.22，可以正常审批,0.2181358192165333,0
150,32,金融,交易员,本科,杭州,17297.458039238456,8,697.090073193431,20,27418.90255708747,"用户150，32岁，杭州市民，学历本科。现任职位：交易员。工作行业：金融。年收入约17,297元。拥有8年金融行业经验。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易20笔，可能存在隐性收入|[低风险] 综合评分0.25，可以正常审批,0.2455025090141688,0
152,26,技术,工程师,高中,苏州,24369.756879038858,0,739.7414703060372,28,27961.100565656827,"用户152，26岁，苏州市民，学历高中。现任职位：工程师。工作行业：技术。年收入约24,370元。21年在武汉工作过。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易28笔，可能存在隐性收入|[低风险] 综合评分0.13，可以正常审批,0.129715917287015,0
165,61,技术,工程师,本科,武汉,26675.15089713481,40,637.3058935320637,60,36349.681299107855,"KYC核查结果：用户165在技术领域任工程师一职，月薪约2,223元。学历本科，年龄61岁，居住地武汉。职业发展稳定，行业内资深人士。",[职业优势] 技术行业收入稳定，风险较低|[交易活跃] 月均交易60笔，经济活跃度高|[低风险] 综合评分0.27，可以正常审批,0.2652237933395031,0
166,26,管理,人力资源,高中,深圳,12922.03184369259,5,671.2271489505878,31,29183.004174334623,"用户166，26岁，深圳市民，学历高中。现任职位：人力资源。工作行业：管理。年收入约12,922元。拥有5年管理行业经验。",[交易稀疏] 月均交易31笔，可能存在隐性收入|[低风险] 综合评分0.27，可以正常审批,0.2655985311481804,0
167,52,技术,数据科学家,硕士,杭州,30197.557969222005,30,651.0279010532071,44,6966.333645138465,"申请人基本信息：姓名编号167，出生于1974年，常驻杭州。教育背景：硕士。现职：数据科学家@技术行业。收入水平：30,198/年。从业30年。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易44笔，可能存在隐性收入|[低风险] 综合评分0.25，可以正常审批,0.2494031258445378,0
172,26,医疗,医学博士,本科,西安,10007.05604419233,5,736.9440976424104,24,29525.26325921864,"用户172，26岁，西安市民，学历本科。现任职位：医学博士。工作行业：医疗。年收入约10,007元。16年在上海工作过。",[交易稀疏] 月均交易24笔，可能存在隐性收入|[低风险] 综合评分0.13，可以正常审批,0.1330069439501054,0
174,45,金融,分析师,高中,上海,29813.718559725326,18,701.1903311826745,34,20227.29235489525,"KYC核查结果：用户174在金融领域任分析师一职，月薪约2,484元。学历高中，年龄45岁，居住地上海。职业发展稳定，行业内资深人士。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易34笔，可能存在隐性收入|[低风险] 综合评分0.18，可以正常审批,0.1750701986086181,0
177,24,技术,数据科学家,本科,成都,8646.371420036734,0,679.3056380657429,48,40304.39734825179,"申请人基本信息：姓名编号177，出生于2002年，常驻成都。教育背景：本科。现职：数据科学家@技术行业。收入水平：8,646/年。从业0年。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易48笔，可能存在隐性收入|[低风险] 综合评分0.23，可以正常审批,0.232784220537514,0
181,34,金融,CFO,高中,广州,20041.53765888392,7,805.6207129940323,13,47210.71604949067,"用户181，34岁，广州市民，学历高中。现任职位：CFO。工作行业：金融。年收入约20,042元。在广州定居3年。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易13笔，可能存在隐性收入|[低风险] 综合评分0.05，可以正常审批,0.0522109258893738,0
185,49,管理,人力资源,硕士,成都,23602.804177830378,20,659.6643833533712,41,44191.08820407605,"KYC核查结果：用户185在管理领域任人力资源一职，月薪约1,967元。学历硕士，年龄49岁，居住地成都。职业发展稳定，行业内资深人士。",[交易稀疏] 月均交易41笔，可能存在隐性收入|[低风险] 综合评分0.24，可以正常审批,0.239445769780819,0
186,54,金融,风控总监,本科,广州,29846.961011450185,25,643.3120534677194,47,34706.32138411584,"用户186，54岁，广州市民，学历本科。现任职位：风控总监。工作行业：金融。年收入约29,847元。拥有25年金融行业经验。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易47笔，可能存在隐性收入|[低风险] 综合评分0.28，可以正常审批,0.2810041755360783,0
188,30,自营,商户,本科,南京,14985.904976219146,1,772.6963851233405,24,44423.59324278865,"KYC核查结果：用户188在自营领域任商户一职，月薪约1,249元。学历本科，年龄30岁，居住地南京。职业发展稳定，行业内资深人士。",[职业风险] 自营行业风险较高，需重点关注|[交易稀疏] 月均交易24笔，可能存在隐性收入|[低风险] 综合评分0.23，可以正常审批,0.2273036148766595,0
215,23,医疗,医学博士,硕士,深圳,11559.196018610855,0,651.3907849658915,32,43689.01963088955,"申请人基本信息：姓名编号215，出生于2003年，常驻深圳。教育背景：硕士。现职：医学博士@医疗行业。收入水平：11,559/年。从业0年。",[交易稀疏] 月均交易32笔，可能存在隐性收入|[低风险] 综合评分0.27，可以正常审批,0.2719750050381213,0
220,54,管理,项目经理,高中,杭州,29793.01361343245,23,695.0307591973576,55,44722.82240884296,"申请人基本信息：姓名编号220，出生于1972年，常驻杭州。教育背景：高中。现职：项目经理@管理行业。收入水平：29,793/年。从业23年。",[交易活跃] 月均交易55笔，经济活跃度高|[低风险] 综合评分0.22，可以正常审批,0.2150240837300432,0
221,35,技术,架构师,高中,深圳,25922.43777525227,5,607.0052163113181,47,4118.404555045475,"KYC核查结果：用户221在技术领域任架构师一职，月薪约2,160元。学历高中，年龄35岁，居住地深圳。职业发展稳定，行业内资深人士。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易47笔，可能存在隐性收入|[低风险] 综合评分0.29，可以正常审批,0.2858762161043316,0
223,34,销售,大客户经理,本科,武汉,20673.51648240019,7,743.2170143524634,25,32340.67249770641,"KYC核查结果：用户223在销售领域任大客户经理一职，月薪约1,723元。学历本科，年龄34岁，居住地武汉。职业发展稳定，行业内资深人士。",[交易稀疏] 月均交易25笔，可能存在隐性收入|[低风险] 综合评分0.13，可以正常审批,0.1256270419382783,0
228,58,教育,教师,本科,北京,15418.281785388312,31,683.1349267063255,27,35987.59957887597,"申请人基本信息：姓名编号228，出生于1968年，常驻北京。教育背景：本科。现职：教师@教育行业。收入水平：15,418/年。从业31年。",[交易稀疏] 月均交易27笔，可能存在隐性收入|[低风险] 综合评分0.29，可以正常审批,0.2927544288216865,0
230,39,金融,分析师,本科,北京,24253.29026118711,5,619.3395783161741,17,27929.599179385037,"用户230，39岁，北京市民，学历本科。现任职位：分析师。工作行业：金融。年收入约24,253元。拥有5年金融行业经验。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易17笔，可能存在隐性收入|[低风险] 综合评分0.29，可以正常审批,0.2932242459215426,0
234,37,自营,企业家,本科,南京,30647.525117465382,12,739.2465300064329,26,41298.69630974564,"用户234，37岁，南京市民，学历本科。现任职位：企业家。工作行业：自营。年收入约30,648元。拥有12年自营行业经验。",[职业风险] 自营行业风险较高，需重点关注|[交易稀疏] 月均交易26笔，可能存在隐性收入|[低风险] 综合评分0.22，可以正常审批,0.2172683799931887,0
235,34,自营,商户,本科,苏州,23034.373337607456,4,703.2546204341658,46,19353.091463985947,"申请人基本信息：姓名编号235，出生于1992年，常驻苏州。教育背景：本科。现职：商户@自营行业。收入水平：23,034/年。从业4年。",[职业风险] 自营行业风险较高，需重点关注|[交易稀疏] 月均交易46笔，可能存在隐性收入|[低风险] 综合评分0.26，可以正常审批,0.2553774607167656,0
237,50,技术,技术总监,本科,武汉,22228.45086304913,26,627.1873162770017,47,28424.733797059056,"用户237，50岁，武汉市民，学历本科。现任职位：技术总监。工作行业：技术。年收入约22,228元。在武汉定居3年。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易47笔，可能存在隐性收入|[低风险] 综合评分0.26，可以正常审批,0.2621325690858803,0
240,28,销售,销售总监,博士,武汉,20721.525893792736,5,850.0,2,9248.51084003738,"申请人基本信息：姓名编号240，出生于1998年，常驻武汉。教育背景：博士。现职：销售总监@销售行业。收入水平：20,722/年。从业5年。",[交易稀疏] 月均交易2笔，可能存在隐性收入|[低风险] 综合评分0.00，可以正常审批,0.0,0
242,20,服务,客服,本科,深圳,7383.640249947447,0,346.97124772536705,25,49698.57105608521,"用户242，20岁，深圳市民，学历本科。现任职位：客服。工作行业：服务。年收入约7,384元。拥有0年服务行业经验。",[职业风险] 服务行业风险较高，需重点关注|[交易稀疏] 月均交易25笔，可能存在隐性收入|[低风险] 综合评分0.72，可以正常审批,0.7183409871405844,0
246,52,自营,商户,本科,广州,27472.9289354602,30,719.3956259988278,24,38461.861938081165,"KYC核查结果：用户246在自营领域任商户一职，月薪约2,289元。学历本科，年龄52岁，居住地广州。职业发展稳定，行业内资深人士。",[职业风险] 自营行业风险较高，需重点关注|[交易稀疏] 月均交易24笔，可能存在隐性收入|[低风险] 综合评分0.26，可以正常审批,0.25521394014239,0
248,50,金融,交易员,本科,武汉,31440.96676894015,20,823.9743039927865,36,32579.04357893065,"用户248，50岁，武汉市民，学历本科。现任职位：交易员。工作行业：金融。年收入约31,441元。拥有20年金融行业经验。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易36笔，可能存在隐性收入|[低风险] 综合评分0.03，可以正常审批,0.0306184658908393,0
249,60,服务,餐厅经理,高中,深圳,12004.557121826329,38,720.9266110968739,8,4382.447503504632,"用户249，60岁，深圳市民，学历高中。现任职位：餐厅经理。工作行业：服务。年收入约12,005元。拥有38年服务行业经验。",[职业风险] 服务行业风险较高，需重点关注|[交易稀疏] 月均交易8笔，可能存在隐性收入|[高风险] 综合评分0.27，建议拒绝或额度控制,0.2705918993608098,1
255,39,金融,分析师,本科,杭州,29079.170151050406,15,706.020990749888,71,8000.922105631174,"用户255，39岁，杭州市民，学历本科。现任职位：分析师。工作行业：金融。年收入约29,079元。19年在成都工作过。",[职业优势] 金融行业收入稳定，风险较低|[交易活跃] 月均交易71笔，经济活跃度高|[低风险] 综合评分0.17，可以正常审批,0.1693870697060141,0
267,44,自营,店主,本科,广州,23460.787964189916,11,788.2361858513478,41,27870.719773587043,"KYC核查结果：用户267在自营领域任店主一职，月薪约1,955元。学历本科，年龄44岁，居住地广州。职业发展稳定，行业内资深人士。",[职业风险] 自营行业风险较高，需重点关注|[交易稀疏] 月均交易41笔，可能存在隐性收入|[低风险] 综合评分0.17，可以正常审批,0.1653969796868081,0
271,23,技术,技术总监,本科,杭州,12938.576596414146,0,698.7334516589102,28,35678.34616310884,"申请人基本信息：姓名编号271，出生于2003年，常驻杭州。教育背景：本科。现职：技术总监@技术行业。收入水平：12,939/年。从业0年。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易28笔，可能存在隐性收入|[低风险] 综合评分0.21，可以正常审批,0.2108422193028779,0
272,24,管理,部门经理,本科,成都,16897.201547032208,0,703.5583287622973,18,18359.120477211283,"KYC核查结果：用户272在管理领域任部门经理一职，月薪约1,408元。学历本科，年龄24岁，居住地成都。职业发展稳定，行业内资深人士。",[交易稀疏] 月均交易18笔，可能存在隐性收入|[低风险] 综合评分0.17，可以正常审批,0.1722843191031796,0
274,30,医疗,医生,本科,杭州,16073.540007489097,8,654.6695323765875,28,26604.44611987061,"申请人基本信息：姓名编号274，出生于1996年，常驻杭州。教育背景：本科。现职：医生@医疗行业。收入水平：16,074/年。从业8年。",[交易稀疏] 月均交易28笔，可能存在隐性收入|[低风险] 综合评分0.28，可以正常审批,0.2760125171364798,0
276,27,销售,销售总监,本科,西安,9677.796413319922,7,748.4116028535965,35,25445.887562261152,"用户276，27岁，西安市民，学历本科。现任职位：销售总监。工作行业：销售。年收入约9,678元。在西安定居8年。",[交易稀疏] 月均交易35笔，可能存在隐性收入|[高风险] 综合评分0.16，建议拒绝或额度控制,0.1635399732812745,1
280,46,技术,工程师,本科,北京,26315.045407489422,17,648.7164440220192,39,12206.026060617874,"KYC核查结果：用户280在技术领域任工程师一职，月薪约2,193元。学历本科，年龄46岁，居住地北京。职业发展稳定，行业内资深人士。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易39笔，可能存在隐性收入|[低风险] 综合评分0.24，可以正常审批,0.2368041835035067,0
